Average velocities saved to average_velocities.txt
         31881503 function calls (31027791 primitive calls) in 41.996 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5564    0.007    0.000    0.080    0.000 __init__.py:174(search)
      403    0.001    0.000    0.079    0.000 axes3d.py:796(set_xlim)
 1251/917    0.015    0.000    0.079    0.000 inspect.py:2497(_signature_from_callable)
       30    0.018    0.001    0.079    0.003 __init__.py:851(_rc_params_in_file)
     6137    0.025    0.000    0.078    0.000 transforms.py:2594(__init__)
16461/7608    0.021    0.000    0.078    0.000 transforms.py:2387(_invalidate_internal)
        1    0.000    0.000    0.078    0.078 art3d.py:1(<module>)
    25032    0.032    0.000    0.078    0.000 font_manager.py:729(set_family)
        1    0.000    0.000    0.077    0.077 _fontconfig_pattern.py:1(<module>)
       40    0.000    0.000    0.077    0.002 axes3d.py:1405(format_coord)
       40    0.001    0.000    0.077    0.002 axes3d.py:1435(_location_coords)
      410    0.001    0.000    0.077    0.000 transforms.py:1976(clear)
      291    0.076    0.000    0.076    0.000 {built-in method marshal.loads}
     4233    0.012    0.000    0.076    0.000 lines.py:716(_transform_path)
    42283    0.028    0.000    0.075    0.000 text.py:1195(set_x)
      403    0.001    0.000    0.075    0.000 axes3d.py:868(set_ylim)
     2220    0.003    0.000    0.074    0.000 axis.py:1744(update_units)
      403    0.001    0.000    0.074    0.000 axes3d.py:940(set_zlim)
     8576    0.012    0.000    0.074    0.000 {method 'min' of 'numpy.ndarray' objects}
     9660    0.012    0.000    0.073    0.000 text.py:1184(set_position)
     8649    0.025    0.000    0.072    0.000 transforms.py:2685(__init__)
    14864    0.015    0.000    0.072    0.000 {method 'max' of 'numpy.ndarray' objects}
4440/2220    0.024    0.000    0.072    0.000 units.py:164(get_converter)
      351    0.001    0.000    0.071    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
      351    0.004    0.000    0.071    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
89916/89481    0.060    0.000    0.070    0.000 {built-in method __new__ of type object at 0x10a3445b0}
        2    0.000    0.000    0.070    0.035 figure.py:586(add_subplot)
     7673    0.011    0.000    0.069    0.000 {method 'all' of 'numpy.ndarray' objects}
    10885    0.023    0.000    0.068    0.000 text.py:1217(set_rotation)
      600    0.005    0.000    0.068    0.000 core.py:1871(masked_where)
    21500    0.038    0.000    0.068    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.068    0.034 _base.py:564(__init__)
      603    0.011    0.000    0.068    0.000 axis3d.py:561(_draw_labels)
      207    0.002    0.000    0.067    0.000 _compiler.py:740(compile)
      608    0.003    0.000    0.067    0.000 ticker.py:2865(__init__)
   169318    0.067    0.000    0.067    0.000 {built-in method builtins.iter}
    47488    0.066    0.000    0.066    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      804    0.003    0.000    0.066    0.000 core.py:4335(__mul__)
    12915    0.026    0.000    0.066    0.000 font_manager.py:743(set_style)
    85608    0.036    0.000    0.065    0.000 transforms.py:198(<lambda>)
    26023    0.018    0.000    0.065    0.000 artist.py:269(convert_xunits)
     4824    0.063    0.000    0.065    0.000 axis3d.py:16(_move_from_center)
   403474    0.064    0.000    0.064    0.000 copy.py:172(_deepcopy_atomic)
     5260    0.022    0.000    0.064    0.000 transforms.py:1097(__init__)
      608    0.004    0.000    0.063    0.000 ticker.py:1997(__init__)
3620/1810    0.046    0.000    0.063    0.000 numeric.py:1185(roll)
     8576    0.006    0.000    0.062    0.000 _methods.py:47(_amin)
     8662    0.015    0.000    0.061    0.000 artist.py:1109(set_zorder)
    20000    0.061    0.000    0.061    0.000 particle.py:25(update_position)
     4457    0.011    0.000    0.060    0.000 artist.py:998(set_alpha)
     4233    0.018    0.000    0.060    0.000 transforms.py:2763(_revalidate)
     7302    0.016    0.000    0.060    0.000 ticker.py:594(__call__)
      608    0.005    0.000    0.060    0.000 ticker.py:2057(set_params)
      136    0.001    0.000    0.059    0.000 _docstring.py:66(__call__)
    15392    0.053    0.000    0.059    0.000 _methods.py:77(_count_reduce_items)
  126/115    0.001    0.000    0.058    0.001 _docstring.py:107(__call__)
      804    0.001    0.000    0.058    0.000 core.py:4341(__rmul__)
     7673    0.007    0.000    0.058    0.000 _methods.py:68(_all)
        2    0.000    0.000    0.058    0.029 axis.py:1415(draw)
      603    0.014    0.000    0.058    0.000 axis3d.py:370(_get_tickdir)
      804    0.001    0.000    0.057    0.000 core.py:4328(__rsub__)
    14864    0.008    0.000    0.057    0.000 _methods.py:43(_amax)
        1    0.000    0.000    0.057    0.057 textpath.py:1(<module>)
      800    0.003    0.000    0.057    0.000 core.py:7054(__call__)
     8657    0.054    0.000    0.056    0.000 _stride_tricks_impl.py:427(_broadcast_shape)
     6428    0.019    0.000    0.056    0.000 patches.py:782(_convert_units)
     4215    0.009    0.000    0.056    0.000 markers.py:770(_set_tickup)
     3656    0.009    0.000    0.056    0.000 fromnumeric.py:2496(any)
      202    0.003    0.000    0.056    0.000 figure.py:156(_get_draw_artists)
      598    0.009    0.000    0.056    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
     2430    0.004    0.000    0.056    0.000 {method 'clip' of 'numpy.ndarray' objects}
    12672    0.030    0.000    0.056    0.000 lines.py:1408(set_dash_capstyle)
      201    0.000    0.000    0.055    0.000 axes3d.py:442(<lambda>)
     4234    0.020    0.000    0.055    0.000 transforms.py:2748(__init__)
    25674    0.021    0.000    0.055    0.000 font_manager.py:1294(<genexpr>)
      201    0.005    0.000    0.055    0.000 art3d.py:753(do_3d_projection)
     1200    0.008    0.000    0.055    0.000 core.py:3132(__array_wrap__)
      201    0.003    0.000    0.054    0.000 axes3d.py:1610(_calc_view_axes)
     2465    0.013    0.000    0.054    0.000 transforms.py:1118(get_points)
   106554    0.054    0.000    0.054    0.000 {built-in method numpy.asanyarray}
    28456    0.053    0.000    0.053    0.000 cbook.py:181(__init__)
     7311    0.020    0.000    0.052    0.000 text.py:1282(_preprocess_math)
    12915    0.020    0.000    0.052    0.000 font_manager.py:756(set_variant)
      200    0.003    0.000    0.052    0.000 core.py:2386(masked_invalid)
      326    0.005    0.000    0.052    0.000 backend_bases.py:1526(_mouse_handler)
      200    0.001    0.000    0.052    0.000 art3d.py:822(patch_collection_2d_to_3d)
    33248    0.016    0.000    0.052    0.000 __init__.py:1303(_val_or_rc)
     3632    0.008    0.000    0.051    0.000 axis.py:720(_get_shared_axes)
     2430    0.034    0.000    0.051    0.000 _methods.py:100(_clip)
      903    0.018    0.000    0.051    0.000 inspect.py:2393(_signature_from_function)
      200    0.004    0.000    0.050    0.000 art3d.py:682(set_3d_properties)
     7805    0.007    0.000    0.050    0.000 axis.py:1802(convert_units)
    20000    0.050    0.000    0.050    0.000 box.py:87(handle_wall_collisions)
    12268    0.024    0.000    0.050    0.000 transforms.py:2040(translate)
     2424    0.003    0.000    0.050    0.000 ticker.py:1655(nonsingular)
    71019    0.050    0.000    0.050    0.000 {built-in method builtins.min}
       40    0.002    0.000    0.050    0.001 axes3d.py:1466(_calc_coord)
     3671    0.025    0.000    0.050    0.000 font_manager.py:1531(get_font)
    12672    0.009    0.000    0.049    0.000 lines.py:1216(set_markeredgecolor)
        2    0.001    0.000    0.049    0.025 core.py:206(read_style_directory)
        1    0.000    0.000    0.049    0.049 polar.py:1(<module>)
      216    0.008    0.000    0.049    0.000 ticker.py:650(format_data_short)
      604    0.014    0.000    0.048    0.000 figure.py:3013(set_size_inches)
        1    0.000    0.000    0.048    0.048 _index_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.048    0.048 axes3d.py:59(__init__)
     1215    0.017    0.000    0.048    0.000 ticker.py:730(_compute_offset)
      202    0.001    0.000    0.047    0.000 axes3d.py:690(set_xbound)
       11    0.001    0.000    0.047    0.004 _docstring.py:79(__missing__)
     3656    0.014    0.000    0.046    0.000 fromnumeric.py:89(_wrapreduction_any_all)
     3632    0.015    0.000    0.046    0.000 _base.py:3644(_validate_converted_limits)
      630    0.002    0.000    0.046    0.000 transforms.py:931(update_from_data_xy)
    12672    0.009    0.000    0.046    0.000 lines.py:1236(set_markerfacecoloralt)
     7898    0.012    0.000    0.045    0.000 axis.py:2310(getter)
22625/22424    0.015    0.000    0.045    0.000 transforms.py:2609(get_matrix)
    26023    0.015    0.000    0.045    0.000 artist.py:281(convert_yunits)
      980    0.002    0.000    0.045    0.000 __init__.py:715(__setitem__)
      201    0.004    0.000    0.045    0.000 proj3d.py:57(_view_axes)
    12672    0.012    0.000    0.043    0.000 lines.py:505(set_pickradius)
    10135    0.023    0.000    0.043    0.000 _base.py:554(_axis_map)
     7805    0.013    0.000    0.043    0.000 units.py:56(_is_natively_supported)
     4147    0.015    0.000    0.043    0.000 fromnumeric.py:69(_wrapreduction)
   121098    0.043    0.000    0.043    0.000 {method 'pop' of 'dict' objects}
      202    0.001    0.000    0.043    0.000 axes3d.py:715(set_ybound)
      606    0.002    0.000    0.043    0.000 text.py:239(_get_xy_display)
     9643    0.043    0.000    0.043    0.000 {method 'search' of 're.Pattern' objects}
     7518    0.016    0.000    0.042    0.000 ticker.py:536(_format_maybe_minus_and_locale)
      608    0.014    0.000    0.042    0.000 ticker.py:2036(_validate_steps)
    94072    0.042    0.000    0.042    0.000 {method 'startswith' of 'str' objects}
        1    0.001    0.001    0.042    0.042 _axes.py:2325(bar)
      202    0.001    0.000    0.042    0.000 axes3d.py:740(set_zbound)
    17178    0.016    0.000    0.042    0.000 _shape_base_impl.py:629(_column_stack_dispatcher)
    19434    0.012    0.000    0.042    0.000 text.py:1206(set_y)
      438    0.042    0.000    0.042    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.042    0.042 defmatrix.py:1(<module>)
     8446    0.010    0.000    0.042    0.000 text.py:1044(set_fontfamily)
    12672    0.023    0.000    0.041    0.000 lines.py:1070(set_drawstyle)
   192115    0.041    0.000    0.041    0.000 multiarray.py:757(dot)
    10280    0.013    0.000    0.040    0.000 text.py:1320(set_usetex)
      207    0.001    0.000    0.040    0.000 _parser.py:969(parse)
        8    0.000    0.000    0.040    0.005 __init__.py:73(import_module)
        8    0.000    0.000    0.040    0.005 <frozen importlib._bootstrap>:1375(_gcd_import)
     7254    0.011    0.000    0.040    0.000 cbook.py:924(get_siblings)
     4857    0.006    0.000    0.040    0.000 fromnumeric.py:3666(round)
     2927    0.021    0.000    0.040    0.000 transforms.py:368(bounds)
     7302    0.039    0.000    0.039    0.000 transforms.py:2914(_interval_contains_close)
        1    0.000    0.000    0.039    0.039 _linalg.py:1(<module>)
    25174    0.035    0.000    0.039    0.000 {built-in method builtins.max}
      202    0.001    0.000    0.039    0.000 _base.py:1072(_update_transScale)
     7268    0.039    0.000    0.039    0.000 {built-in method builtins.round}
    15055    0.039    0.000    0.039    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
  431/207    0.002    0.000    0.038    0.000 _parser.py:452(_parse_sub)
    17343    0.028    0.000    0.038    0.000 lines.py:33(_get_dash_pattern)
19034/17410    0.012    0.000    0.038    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.001    0.001    0.038    0.038 _axes.py:65(Axes)
    88301    0.037    0.000    0.037    0.000 enum.py:1129(__new__)
        1    0.000    0.000    0.037    0.037 axis.py:1(<module>)
     3135    0.005    0.000    0.037    0.000 __init__.py:245(method)
        1    0.000    0.000    0.037    0.037 Image.py:1(<module>)
      606    0.002    0.000    0.037    0.000 collections.py:762(_set_facecolor)
        2    0.000    0.000    0.037    0.018 backend_bases.py:2636(__init__)
  481/231    0.014    0.000    0.037    0.000 _parser.py:512(_parse)
     2532    0.009    0.000    0.037    0.000 fromnumeric.py:2349(sum)
    47602    0.037    0.000    0.037    0.000 {method 'count' of 'str' objects}
   166244    0.036    0.000    0.036    0.000 {built-in method builtins.callable}
      235    0.002    0.000    0.036    0.000 patches.py:738(__init__)
     1215    0.018    0.000    0.036    0.000 ticker.py:769(_set_order_of_magnitude)
        2    0.000    0.000    0.036    0.018 __init__.py:326(__getattr__)
      200    0.003    0.000    0.036    0.000 axes3d.py:593(auto_scale_xyz)
  674/668    0.009    0.000    0.036    0.000 _base.py:836(_unstale_viewLim)
      702    0.005    0.000    0.036    0.000 pathlib.py:437(__str__)
      247    0.004    0.000    0.035    0.000 patches.py:48(__init__)
     1004    0.002    0.000    0.035    0.000 core.py:6245(<lambda>)
     1816    0.004    0.000    0.035    0.000 axis.py:2314(setter)
      402    0.014    0.000    0.035    0.000 numeric.py:1528(cross)
        1    0.000    0.000    0.035    0.035 offsetbox.py:1(<module>)
     5451    0.012    0.000    0.035    0.000 axis.py:730(_get_axis_name)
    94047    0.035    0.000    0.035    0.000 {method 'copy' of 'list' objects}
    12672    0.018    0.000    0.035    0.000 lines.py:1360(set_dash_joinstyle)
        2    0.033    0.016    0.035    0.017 backend_macosx.py:118(__init__)
     5462    0.004    0.000    0.034    0.000 getlimits.py:618(tiny)
        1    0.000    0.000    0.034    0.034 font_manager.py:1(<module>)
     1004    0.004    0.000    0.034    0.000 core.py:2627(wrapped_method)
     6695    0.018    0.000    0.033    0.000 inspect.py:2739(__init__)
       30    0.000    0.000    0.033    0.001 _base.py:2406(add_patch)
      806    0.003    0.000    0.033    0.000 collections.py:818(set_edgecolor)
     2430    0.028    0.000    0.033    0.000 ticker.py:1925(scale_range)
     1209    0.007    0.000    0.033    0.000 collections.py:799(_set_edgecolor)
      400    0.004    0.000    0.032    0.000 backend_bases.py:2001(_switch_canvas_and_return_print_method)
      606    0.006    0.000    0.032    0.000 patches.py:1179(set_xy)
     1401    0.002    0.000    0.032    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      603    0.001    0.000    0.032    0.000 collections.py:1452(set_color)
      206    0.003    0.000    0.032    0.000 transforms.py:1729(set)
    32762    0.030    0.000    0.032    0.000 text.py:1265(set_text)
      447    0.001    0.000    0.031    0.000 artist.py:1538(number_of_parameters)
        1    0.000    0.000    0.031    0.031 axis.py:1356(get_tightbbox)
    52944    0.030    0.000    0.031    0.000 {built-in method builtins.delattr}
     1414    0.031    0.000    0.031    0.000 {built-in method posix.stat}
    12672    0.016    0.000    0.031    0.000 lines.py:1424(set_solid_capstyle)
     9033    0.027    0.000    0.031    0.000 transforms.py:132(__getstate__)
      202    0.001    0.000    0.031    0.000 _base.py:1184(_gen_axes_patch)
      804    0.006    0.000    0.031    0.000 collections.py:313(_prepare_points)
    11488    0.010    0.000    0.030    0.000 text.py:298(set_rotation_mode)
     5462    0.030    0.000    0.030    0.000 getlimits.py:595(smallest_normal)
  298/233    0.001    0.000    0.030    0.000 typing.py:392(inner)
    12306    0.009    0.000    0.030    0.000 font_manager.py:1099(get_default_size)
    12672    0.015    0.000    0.030    0.000 lines.py:1376(set_solid_joinstyle)
